transactionId,timestamp,type,amount,description,referenceId,category,processedBy,reconciled
TXN_000418,2025-03-05 10:33:42,MERCHANDISE_PURCHASE,4584.16,Cost of goods purchased for resale,REF_418,EXPENSE,admin,true
TXN_000419,2024-01-28 05:18:43,MARKETING_EXPENSE,41632.93,Marketing and advertising expenditure,REF_419,EXPENSE,admin,true
TXN_000420,2026-03-19 10:24:44,INSURANCE_EXPENSE,43370.97,Club and player insurance premiums,REF_420,EXPENSE,admin,true
TXN_000421,2026-10-12 01:24:37,UTILITY_EXPENSE,28012.50,Utility bills (electricity, water, etc.),REF_421,EXPENSE,admin,true
TXN_000422,2025-07-22 15:56:39,MERCHANDISE_SALE,52473.85,Merchandise sale revenue,REF_422,REVENUE,admin,true
TXN_000423,2025-12-01 04:51:58,TICKET_PURCHASE,42849.64,Ticket purchase revenue,REF_423,REVENUE,admin,true
TXN_000424,2026-08-06 00:39:52,PRIZE_MONEY,63749.36,Tournament prize money,REF_424,REVENUE,admin,true
TXN_000425,2025-07-15 22:17:17,BROADCASTING_REVENUE,96153.29,TV broadcasting rights revenue,REF_425,REVENUE,admin,true
TXN_000426,2025-11-11 06:42:58,PRIZE_MONEY,48775.74,Tournament prize money,REF_426,REVENUE,admin,false
TXN_000427,2024-02-26 05:36:16,TICKET_PURCHASE,11966.88,Ticket purchase revenue,REF_427,REVENUE,admin,false
TXN_000428,2024-08-12 14:31:53,INSURANCE_EXPENSE,48596.94,Club and player insurance premiums,REF_428,EXPENSE,admin,true
TXN_000429,2024-07-15 00:15:20,MARKETING_EXPENSE,29444.80,Marketing and advertising expenditure,REF_429,EXPENSE,admin,true
TXN_000430,2025-01-04 10:20:23,SPONSORSHIP_INCOME,43827.86,Sponsorship and partnership income,REF_430,REVENUE,admin,true
TXN_000431,2024-05-03 10:49:06,MERCHANDISE_SALE,68015.55,Merchandise sale revenue,REF_431,REVENUE,admin,true
TXN_000432,2025-07-19 04:23:38,MERCHANDISE_SALE,30636.02,Merchandise sale revenue,REF_432,REVENUE,admin,true
TXN_000433,2024-04-12 11:25:10,SALARY_PAYMENT,25790.42,Staff and player salary payments,REF_433,EXPENSE,admin,true
TXN_000434,2024-04-16 23:36:06,PRIZE_MONEY,70162.00,Tournament prize money,REF_434,REVENUE,admin,false
TXN_000435,2024-09-11 12:40:03,MERCHANDISE_PURCHASE,40780.07,Cost of goods purchased for resale,REF_435,EXPENSE,admin,true
TXN_000436,2026-07-09 02:44:16,UTILITY_EXPENSE,12862.77,Utility bills (electricity, water, etc.),REF_436,EXPENSE,admin,true
TXN_000437,2026-04-19 05:12:45,MERCHANDISE_PURCHASE,45768.99,Cost of goods purchased for resale,REF_437,EXPENSE,admin,false
TXN_000438,2024-08-13 20:27:35,SPONSORSHIP_INCOME,50323.78,Sponsorship and partnership income,REF_438,REVENUE,admin,true
TXN_000439,2025-08-02 10:15:10,INSURANCE_EXPENSE,10412.77,Club and player insurance premiums,REF_439,EXPENSE,admin,true
TXN_000440,2026-02-09 13:26:33,BROADCASTING_REVENUE,70681.20,TV broadcasting rights revenue,REF_440,REVENUE,admin,true
TXN_000441,2025-06-02 22:59:40,UTILITY_EXPENSE,20520.62,Utility bills (electricity, water, etc.),REF_441,EXPENSE,admin,false
TXN_000442,2026-04-13 07:54:34,MERCHANDISE_PURCHASE,772.25,Cost of goods purchased for resale,REF_442,EXPENSE,admin,true
TXN_000443,2025-04-19 20:04:38,TICKET_PURCHASE,76680.27,Ticket purchase revenue,REF_443,REVENUE,admin,false
TXN_000444,2025-04-20 14:00:52,SPONSORSHIP_INCOME,95169.20,Sponsorship and partnership income,REF_444,REVENUE,admin,true
TXN_000445,2025-02-11 14:14:56,MERCHANDISE_SALE,46458.80,Merchandise sale revenue,REF_445,REVENUE,admin,true
TXN_000446,2025-03-05 01:37:25,MERCHANDISE_SALE,36043.73,Merchandise sale revenue,REF_446,REVENUE,admin,true
TXN_000447,2026-02-04 21:34:35,PRIZE_MONEY,95960.84,Tournament prize money,REF_447,REVENUE,admin,true
TXN_000448,2025-05-27 18:06:34,UTILITY_EXPENSE,20290.53,Utility bills (electricity, water, etc.),REF_448,EXPENSE,admin,true
TXN_000449,2026-11-20 03:26:16,BROADCASTING_REVENUE,62582.89,TV broadcasting rights revenue,REF_449,REVENUE,admin,true
TXN_000450,2024-04-17 00:12:27,PRIZE_MONEY,4242.95,Tournament prize money,REF_450,REVENUE,admin,true
TXN_000451,2025-07-11 03:56:47,SALARY_PAYMENT,45837.79,Staff and player salary payments,REF_451,EXPENSE,admin,true
TXN_000452,2025-09-12 11:57:43,MERCHANDISE_SALE,49112.38,Merchandise sale revenue,REF_452,REVENUE,admin,false
TXN_000453,2026-02-12 12:18:53,BROADCASTING_REVENUE,66067.86,TV broadcasting rights revenue,REF_453,REVENUE,admin,false
TXN_000454,2026-03-10 03:56:51,MERCHANDISE_SALE,52779.23,Merchandise sale revenue,REF_454,REVENUE,admin,true
TXN_000455,2026-09-20 19:57:06,MARKETING_EXPENSE,12271.03,Marketing and advertising expenditure,REF_455,EXPENSE,admin,true
TXN_000456,2026-07-10 06:27:36,MERCHANDISE_PURCHASE,8035.45,Cost of goods purchased for resale,REF_456,EXPENSE,admin,false
TXN_000457,2026-12-24 14:32:36,INSURANCE_EXPENSE,46502.02,Club and player insurance premiums,REF_457,EXPENSE,admin,false
TXN_000458,2024-06-12 16:47:26,PRIZE_MONEY,86764.46,Tournament prize money,REF_458,REVENUE,admin,true
TXN_000459,2025-11-24 04:23:15,PRIZE_MONEY,67252.33,Tournament prize money,REF_459,REVENUE,admin,false
TXN_000460,2024-04-21 14:37:49,INSURANCE_EXPENSE,35300.55,Club and player insurance premiums,REF_460,EXPENSE,admin,true
TXN_000461,2025-08-09 09:09:56,SPONSORSHIP_INCOME,79227.33,Sponsorship and partnership income,REF_461,REVENUE,admin,true
TXN_000462,2025-10-19 01:33:18,MARKETING_EXPENSE,29817.92,Marketing and advertising expenditure,REF_462,EXPENSE,admin,true
TXN_000463,2024-06-16 16:20:04,MERCHANDISE_PURCHASE,25971.15,Cost of goods purchased for resale,REF_463,EXPENSE,admin,false
TXN_000464,2026-12-18 14:26:33,MERCHANDISE_PURCHASE,33511.21,Cost of goods purchased for resale,REF_464,EXPENSE,admin,true
TXN_000465,2025-05-19 07:59:12,MARKETING_EXPENSE,34741.87,Marketing and advertising expenditure,REF_465,EXPENSE,admin,true
TXN_000466,2026-04-25 14:19:27,INSURANCE_EXPENSE,27461.97,Club and player insurance premiums,REF_466,EXPENSE,admin,true
TXN_000467,2024-08-03 18:48:45,SPONSORSHIP_INCOME,59251.65,Sponsorship and partnership income,REF_467,REVENUE,admin,true
TXN_000468,2024-07-24 13:58:38,SPONSORSHIP_INCOME,58030.90,Sponsorship and partnership income,REF_468,REVENUE,admin,true
TXN_000469,2025-04-03 18:46:57,MERCHANDISE_SALE,78710.51,Merchandise sale revenue,REF_469,REVENUE,admin,true
TXN_000470,2024-08-02 21:04:13,MERCHANDISE_SALE,69067.05,Merchandise sale revenue,REF_470,REVENUE,admin,true
TXN_000471,2026-07-10 08:26:01,MARKETING_EXPENSE,515.29,Marketing and advertising expenditure,REF_471,EXPENSE,admin,true
TXN_000472,2026-10-25 10:16:15,MERCHANDISE_PURCHASE,39272.70,Cost of goods purchased for resale,REF_472,EXPENSE,admin,true
TXN_000473,2024-06-21 08:17:33,UTILITY_EXPENSE,46000.85,Utility bills (electricity, water, etc.),REF_473,EXPENSE,admin,true
TXN_000474,2024-11-25 04:31:08,MARKETING_EXPENSE,46362.72,Marketing and advertising expenditure,REF_474,EXPENSE,admin,false
TXN_000475,2025-07-10 22:09:29,UTILITY_EXPENSE,29771.38,Utility bills (electricity, water, etc.),REF_475,EXPENSE,admin,true
TXN_000476,2026-06-17 15:49:08,INSURANCE_EXPENSE,18796.42,Club and player insurance premiums,REF_476,EXPENSE,admin,true
TXN_000477,2026-12-25 21:57:13,TICKET_PURCHASE,46367.23,Ticket purchase revenue,REF_477,REVENUE,admin,true
TXN_000478,2025-02-15 07:24:29,INSURANCE_EXPENSE,5407.44,Club and player insurance premiums,REF_478,EXPENSE,admin,false
TXN_000479,2025-04-16 19:16:09,MERCHANDISE_PURCHASE,23450.48,Cost of goods purchased for resale,REF_479,EXPENSE,admin,true
TXN_000480,2026-06-21 01:51:49,SPONSORSHIP_INCOME,82413.14,Sponsorship and partnership income,REF_480,REVENUE,admin,true
TXN_000481,2024-11-27 05:25:09,SPONSORSHIP_INCOME,66774.34,Sponsorship and partnership income,REF_481,REVENUE,admin,true
TXN_000482,2025-07-09 05:00:29,SALARY_PAYMENT,48892.68,Staff and player salary payments,REF_482,EXPENSE,admin,false
TXN_000483,2025-04-21 11:20:05,MERCHANDISE_SALE,79191.79,Merchandise sale revenue,REF_483,REVENUE,admin,true
TXN_000484,2024-01-11 13:42:28,MERCHANDISE_PURCHASE,25162.67,Cost of goods purchased for resale,REF_484,EXPENSE,admin,true
TXN_000485,2024-03-10 20:00:22,MERCHANDISE_PURCHASE,34282.30,Cost of goods purchased for resale,REF_485,EXPENSE,admin,true
TXN_000486,2026-12-22 20:48:11,UTILITY_EXPENSE,38516.30,Utility bills (electricity, water, etc.),REF_486,EXPENSE,admin,true
TXN_000487,2026-09-06 02:42:45,MERCHANDISE_SALE,3161.38,Merchandise sale revenue,REF_487,REVENUE,admin,true
TXN_000488,2024-05-05 15:57:17,INSURANCE_EXPENSE,45070.44,Club and player insurance premiums,REF_488,EXPENSE,admin,true
TXN_000489,2024-12-18 03:58:52,MARKETING_EXPENSE,40930.69,Marketing and advertising expenditure,REF_489,EXPENSE,admin,true
TXN_000490,2025-11-23 13:17:00,UTILITY_EXPENSE,2768.94,Utility bills (electricity, water, etc.),REF_490,EXPENSE,admin,true
TXN_000491,2025-05-12 01:46:02,MERCHANDISE_SALE,4335.12,Merchandise sale revenue,REF_491,REVENUE,admin,false
TXN_000492,2024-03-19 13:17:32,SPONSORSHIP_INCOME,30558.33,Sponsorship and partnership income,REF_492,REVENUE,admin,true
TXN_000493,2024-01-15 08:35:18,BROADCASTING_REVENUE,42126.16,TV broadcasting rights revenue,REF_493,REVENUE,admin,false
TXN_000494,2024-08-20 19:51:23,INSURANCE_EXPENSE,3885.79,Club and player insurance premiums,REF_494,EXPENSE,admin,true
TXN_000495,2026-07-24 23:22:58,INSURANCE_EXPENSE,30476.59,Club and player insurance premiums,REF_495,EXPENSE,admin,true
TXN_000496,2024-09-15 08:19:01,MERCHANDISE_SALE,79563.00,Merchandise sale revenue,REF_496,REVENUE,admin,true
TXN_000497,2026-02-03 09:28:36,UTILITY_EXPENSE,39970.25,Utility bills (electricity, water, etc.),REF_497,EXPENSE,admin,true
TXN_000498,2026-03-25 21:20:48,MERCHANDISE_SALE,13023.53,Merchandise sale revenue,REF_498,REVENUE,admin,false
TXN_000499,2024-12-20 22:14:59,SPONSORSHIP_INCOME,47790.85,Sponsorship and partnership income,REF_499,REVENUE,admin,false
TXN_000500,2024-03-28 19:04:27,INSURANCE_EXPENSE,42708.48,Club and player insurance premiums,REF_500,EXPENSE,admin,true
TXN_000501,2024-04-24 06:01:56,MARKETING_EXPENSE,30488.69,Marketing and advertising expenditure,REF_501,EXPENSE,admin,true
TXN_000502,2025-02-13 12:16:41,MERCHANDISE_SALE,65025.77,Merchandise sale revenue,REF_502,REVENUE,admin,false
TXN_000503,2024-10-06 00:16:00,BROADCASTING_REVENUE,50021.29,TV broadcasting rights revenue,REF_503,REVENUE,admin,true
TXN_000504,2026-12-03 12:07:16,MARKETING_EXPENSE,29039.96,Marketing and advertising expenditure,REF_504,EXPENSE,admin,true
TXN_000505,2026-07-10 17:14:05,INSURANCE_EXPENSE,11708.65,Club and player insurance premiums,REF_505,EXPENSE,admin,true
TXN_000506,2025-11-03 22:23:23,MERCHANDISE_SALE,84605.31,Merchandise sale revenue,REF_506,REVENUE,admin,true
TXN_000507,2026-12-12 06:28:24,SALARY_PAYMENT,7801.36,Staff and player salary payments,REF_507,EXPENSE,admin,true
TXN_000508,2025-08-16 23:38:18,UTILITY_EXPENSE,19665.71,Utility bills (electricity, water, etc.),REF_508,EXPENSE,admin,true
TXN_000509,2024-08-20 20:47:17,PRIZE_MONEY,70476.07,Tournament prize money,REF_509,REVENUE,admin,true
TXN_000510,2026-11-15 17:22:16,SPONSORSHIP_INCOME,56198.79,Sponsorship and partnership income,REF_510,REVENUE,admin,false
TXN_000511,2024-01-18 20:54:08,MERCHANDISE_PURCHASE,35043.50,Cost of goods purchased for resale,REF_511,EXPENSE,admin,true
TXN_000512,2026-01-05 19:53:19,TICKET_PURCHASE,6162.73,Ticket purchase revenue,REF_512,REVENUE,admin,true
TXN_000513,2025-05-01 07:45:37,MARKETING_EXPENSE,33011.54,Marketing and advertising expenditure,REF_513,EXPENSE,admin,false
TXN_000514,2026-11-09 04:15:14,SALARY_PAYMENT,46622.22,Staff and player salary payments,REF_514,EXPENSE,admin,false
TXN_000515,2024-04-27 19:03:16,MARKETING_EXPENSE,34361.90,Marketing and advertising expenditure,REF_515,EXPENSE,admin,true
TXN_000516,2024-10-25 12:57:59,SALARY_PAYMENT,12834.28,Staff and player salary payments,REF_516,EXPENSE,admin,true
TXN_000517,2025-07-11 20:46:44,SPONSORSHIP_INCOME,56744.75,Sponsorship and partnership income,REF_517,REVENUE,admin,false
TXN_000518,2025-12-25 06:21:16,PRIZE_MONEY,15636.97,Tournament prize money,REF_518,REVENUE,admin,true
TXN_000519,2026-05-02 12:12:58,TICKET_PURCHASE,52692.47,Ticket purchase revenue,REF_519,REVENUE,admin,false
TXN_000520,2026-08-23 23:33:06,SALARY_PAYMENT,48245.74,Staff and player salary payments,REF_520,EXPENSE,admin,false
TXN_000521,2025-07-20 17:53:13,MERCHANDISE_PURCHASE,13247.78,Cost of goods purchased for resale,REF_521,EXPENSE,admin,true
TXN_000522,2024-06-06 10:40:37,MERCHANDISE_SALE,59327.87,Merchandise sale revenue,REF_522,REVENUE,admin,true
TXN_000523,2024-02-12 13:33:03,BROADCASTING_REVENUE,73586.08,TV broadcasting rights revenue,REF_523,REVENUE,admin,true
TXN_000524,2025-01-12 21:16:57,TICKET_PURCHASE,99012.22,Ticket purchase revenue,REF_524,REVENUE,admin,false
TXN_000525,2026-02-05 08:29:54,PRIZE_MONEY,56990.50,Tournament prize money,REF_525,REVENUE,admin,false
TXN_000526,2026-10-01 11:02:57,TICKET_PURCHASE,76370.17,Ticket purchase revenue,REF_526,REVENUE,admin,true
TXN_000527,2026-12-20 11:31:39,BROADCASTING_REVENUE,27503.84,TV broadcasting rights revenue,REF_527,REVENUE,admin,true
TXN_000528,2024-04-27 15:31:26,SALARY_PAYMENT,22785.35,Staff and player salary payments,REF_528,EXPENSE,admin,true
TXN_000529,2025-02-16 05:04:34,PRIZE_MONEY,63072.39,Tournament prize money,REF_529,REVENUE,admin,true
TXN_000530,2024-05-13 01:31:13,MARKETING_EXPENSE,42414.35,Marketing and advertising expenditure,REF_530,EXPENSE,admin,false
TXN_000531,2025-09-12 12:04:12,BROADCASTING_REVENUE,31972.89,TV broadcasting rights revenue,REF_531,REVENUE,admin,false
TXN_000532,2026-11-01 15:09:13,SALARY_PAYMENT,32499.35,Staff and player salary payments,REF_532,EXPENSE,admin,true
TXN_000533,2024-05-05 04:58:22,SALARY_PAYMENT,14963.30,Staff and player salary payments,REF_533,EXPENSE,admin,false
TXN_000534,2024-09-19 14:31:19,BROADCASTING_REVENUE,63386.32,TV broadcasting rights revenue,REF_534,REVENUE,admin,true
TXN_000535,2024-12-04 06:35:07,MERCHANDISE_PURCHASE,26695.60,Cost of goods purchased for resale,REF_535,EXPENSE,admin,true
TXN_000536,2026-08-15 00:45:55,UTILITY_EXPENSE,45367.10,Utility bills (electricity, water, etc.),REF_536,EXPENSE,admin,false
TXN_000537,2026-01-27 05:36:28,UTILITY_EXPENSE,29172.76,Utility bills (electricity, water, etc.),REF_537,EXPENSE,admin,false
TXN_000538,2024-07-04 11:38:15,SALARY_PAYMENT,34840.18,Staff and player salary payments,REF_538,EXPENSE,admin,true
TXN_000539,2026-07-28 00:17:12,SALARY_PAYMENT,21286.18,Staff and player salary payments,REF_539,EXPENSE,admin,true
TXN_000540,2026-06-01 12:43:29,INSURANCE_EXPENSE,39237.57,Club and player insurance premiums,REF_540,EXPENSE,admin,false
TXN_000541,2024-02-12 15:51:25,MARKETING_EXPENSE,3471.47,Marketing and advertising expenditure,REF_541,EXPENSE,admin,true
TXN_000542,2026-11-27 03:27:14,TICKET_PURCHASE,56617.43,Ticket purchase revenue,REF_542,REVENUE,admin,false
TXN_000543,2025-12-13 04:14:24,MERCHANDISE_PURCHASE,5729.25,Cost of goods purchased for resale,REF_543,EXPENSE,admin,true
TXN_000544,2026-08-15 11:08:05,UTILITY_EXPENSE,40755.93,Utility bills (electricity, water, etc.),REF_544,EXPENSE,admin,true
TXN_000545,2025-09-27 22:38:38,SPONSORSHIP_INCOME,83584.39,Sponsorship and partnership income,REF_545,REVENUE,admin,false
TXN_000546,2026-08-04 01:34:48,MARKETING_EXPENSE,48832.69,Marketing and advertising expenditure,REF_546,EXPENSE,admin,true
TXN_000547,2025-07-18 15:06:09,TICKET_PURCHASE,16249.53,Ticket purchase revenue,REF_547,REVENUE,admin,true
TXN_000548,2024-09-26 19:20:12,SPONSORSHIP_INCOME,98163.06,Sponsorship and partnership income,REF_548,REVENUE,admin,true
TXN_000549,2025-10-18 01:35:51,INSURANCE_EXPENSE,17363.34,Club and player insurance premiums,REF_549,EXPENSE,admin,true
TXN_000550,2025-12-26 22:42:05,PRIZE_MONEY,47442.55,Tournament prize money,REF_550,REVENUE,admin,true
TXN_000551,2024-01-01 14:24:09,PRIZE_MONEY,61473.05,Tournament prize money,REF_551,REVENUE,admin,false
TXN_000552,2026-07-16 11:50:28,MERCHANDISE_SALE,46519.58,Merchandise sale revenue,REF_552,REVENUE,admin,true
TXN_000553,2026-09-20 12:14:36,BROADCASTING_REVENUE,10066.72,TV broadcasting rights revenue,REF_553,REVENUE,admin,false
TXN_000554,2025-12-26 10:04:24,SPONSORSHIP_INCOME,4329.55,Sponsorship and partnership income,REF_554,REVENUE,admin,true
TXN_000555,2024-04-06 06:37:11,INSURANCE_EXPENSE,46323.13,Club and player insurance premiums,REF_555,EXPENSE,admin,true
TXN_000556,2026-05-10 10:24:30,TICKET_PURCHASE,94508.04,Ticket purchase revenue,REF_556,REVENUE,admin,true
TXN_000557,2024-09-21 22:04:12,MERCHANDISE_SALE,74471.85,Merchandise sale revenue,REF_557,REVENUE,admin,true
TXN_000558,2026-05-24 12:15:48,UTILITY_EXPENSE,19923.72,Utility bills (electricity, water, etc.),REF_558,EXPENSE,admin,true
TXN_000559,2024-02-20 08:10:51,UTILITY_EXPENSE,37974.80,Utility bills (electricity, water, etc.),REF_559,EXPENSE,admin,true
TXN_000560,2025-12-25 13:25:29,MERCHANDISE_SALE,2447.11,Merchandise sale revenue,REF_560,REVENUE,admin,true
TXN_000561,2025-03-08 23:23:10,TICKET_PURCHASE,3282.82,Ticket purchase revenue,REF_561,REVENUE,admin,false
TXN_000562,2026-02-20 22:23:53,MARKETING_EXPENSE,17057.65,Marketing and advertising expenditure,REF_562,EXPENSE,admin,true
TXN_000563,2025-11-26 06:56:25,UTILITY_EXPENSE,38805.17,Utility bills (electricity, water, etc.),REF_563,EXPENSE,admin,false
TXN_000564,2026-06-11 15:28:26,MARKETING_EXPENSE,2364.61,Marketing and advertising expenditure,REF_564,EXPENSE,admin,true
TXN_000565,2025-10-19 17:04:31,MERCHANDISE_SALE,61090.96,Merchandise sale revenue,REF_565,REVENUE,admin,false
TXN_000566,2025-03-22 15:55:44,PRIZE_MONEY,38619.42,Tournament prize money,REF_566,REVENUE,admin,true
TXN_000567,2026-07-17 06:21:55,TICKET_PURCHASE,94553.91,Ticket purchase revenue,REF_567,REVENUE,admin,true
TXN_000568,2024-11-08 16:42:28,TICKET_PURCHASE,3977.31,Ticket purchase revenue,REF_568,REVENUE,admin,true
TXN_000569,2026-08-14 01:58:03,MARKETING_EXPENSE,14156.50,Marketing and advertising expenditure,REF_569,EXPENSE,admin,true
TXN_000570,2025-03-03 12:59:16,PRIZE_MONEY,95083.98,Tournament prize money,REF_570,REVENUE,admin,true
TXN_000571,2025-09-24 09:13:09,BROADCASTING_REVENUE,86354.06,TV broadcasting rights revenue,REF_571,REVENUE,admin,true
TXN_000572,2025-09-16 08:08:40,INSURANCE_EXPENSE,41159.04,Club and player insurance premiums,REF_572,EXPENSE,admin,true
TXN_000573,2025-01-14 09:18:29,BROADCASTING_REVENUE,37072.17,TV broadcasting rights revenue,REF_573,REVENUE,admin,true
TXN_000574,2024-02-18 17:04:15,MERCHANDISE_PURCHASE,31130.63,Cost of goods purchased for resale,REF_574,EXPENSE,admin,false
TXN_000575,2025-07-02 07:51:53,TICKET_PURCHASE,78860.11,Ticket purchase revenue,REF_575,REVENUE,admin,false
TXN_000576,2026-06-08 13:59:30,MERCHANDISE_SALE,43819.60,Merchandise sale revenue,REF_576,REVENUE,admin,true
TXN_000577,2026-03-17 21:00:27,TICKET_PURCHASE,14192.22,Ticket purchase revenue,REF_577,REVENUE,admin,true
TXN_000578,2026-06-27 01:54:32,MERCHANDISE_PURCHASE,9916.08,Cost of goods purchased for resale,REF_578,EXPENSE,admin,false
TXN_000579,2024-06-12 02:41:59,MERCHANDISE_PURCHASE,17116.45,Cost of goods purchased for resale,REF_579,EXPENSE,admin,true
TXN_000580,2026-09-22 16:01:07,SALARY_PAYMENT,11707.11,Staff and player salary payments,REF_580,EXPENSE,admin,false
TXN_000581,2025-07-27 07:16:14,MARKETING_EXPENSE,37370.64,Marketing and advertising expenditure,REF_581,EXPENSE,admin,false
TXN_000582,2025-04-26 06:23:10,BROADCASTING_REVENUE,99936.85,TV broadcasting rights revenue,REF_582,REVENUE,admin,true
TXN_000583,2025-09-07 20:10:02,SPONSORSHIP_INCOME,38639.91,Sponsorship and partnership income,REF_583,REVENUE,admin,false
TXN_000584,2024-02-26 06:09:26,MERCHANDISE_SALE,9088.42,Merchandise sale revenue,REF_584,REVENUE,admin,true
TXN_000585,2024-06-24 16:14:52,UTILITY_EXPENSE,20995.72,Utility bills (electricity, water, etc.),REF_585,EXPENSE,admin,true
TXN_000586,2026-08-26 10:13:07,TICKET_PURCHASE,62690.89,Ticket purchase revenue,REF_586,REVENUE,admin,true
TXN_000587,2024-10-01 08:25:49,MERCHANDISE_SALE,69492.24,Merchandise sale revenue,REF_587,REVENUE,admin,false
TXN_000588,2025-08-07 10:03:58,SALARY_PAYMENT,37015.81,Staff and player salary payments,REF_588,EXPENSE,admin,true
TXN_000589,2025-05-25 05:08:59,MARKETING_EXPENSE,33881.25,Marketing and advertising expenditure,REF_589,EXPENSE,admin,true
TXN_000590,2026-01-16 04:01:45,MERCHANDISE_SALE,96860.29,Merchandise sale revenue,REF_590,REVENUE,admin,true
TXN_000591,2026-01-19 18:17:03,SPONSORSHIP_INCOME,73961.65,Sponsorship and partnership income,REF_591,REVENUE,admin,false
TXN_000592,2025-01-26 00:46:34,MERCHANDISE_PURCHASE,40856.90,Cost of goods purchased for resale,REF_592,EXPENSE,admin,true
TXN_000593,2025-03-25 19:05:50,SPONSORSHIP_INCOME,44072.06,Sponsorship and partnership income,REF_593,REVENUE,admin,false
TXN_000594,2025-11-20 15:38:10,PRIZE_MONEY,40272.65,Tournament prize money,REF_594,REVENUE,admin,true
TXN_000595,2024-03-26 19:14:50,MERCHANDISE_SALE,60934.26,Merchandise sale revenue,REF_595,REVENUE,admin,true
TXN_000596,2026-04-14 13:11:20,MERCHANDISE_SALE,71129.95,Merchandise sale revenue,REF_596,REVENUE,admin,true
TXN_000597,2025-12-21 01:00:46,SALARY_PAYMENT,8056.42,Staff and player salary payments,REF_597,EXPENSE,admin,false
TXN_000598,2026-06-12 20:47:35,SALARY_PAYMENT,17015.81,Staff and player salary payments,REF_598,EXPENSE,admin,true
TXN_000599,2025-03-03 11:16:43,TICKET_PURCHASE,91583.83,Ticket purchase revenue,REF_599,REVENUE,admin,true
TXN_000600,2026-11-22 19:52:08,TICKET_PURCHASE,84628.30,Ticket purchase revenue,REF_600,REVENUE,admin,true

